"phase","cards","order","outcomeArray","response","answer","AmyResponse","BenResponse","corAnswer","round","subj","outcome","cards_iso","RT","points","exp_time","number","inference_level","should_know","numRound","age","gender"
1,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,11,1,"A8A8AA",8.511,4,20,23,2,4,2,30,1
1,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,11,1,"A8A8AA",7.002,4,20,23,2,4,2,30,1
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","A8","False","False","False",1,11,0,"AA88A8",3.917,4,20,23,2,5,2,30,1
2,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","True","True",2,11,0,"AA88A8",12.71,4,20,23,2,5,2,30,1
3,"A8AA88","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,11,1,"A8AA88",11.933,4,20,23,1,3,1,30,1
4,"88AA88","Amy,Ben,You","[[True, True, True]]","True","AA","True","True","True",1,11,0,"AA88AA",34.71,4,20,23,1,2,1,30,1
5,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,11,0,"AAA888",5.313,4,20,23,4,10,3,30,1
5,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,11,0,"AAA888",24.662,4,20,23,4,10,3,30,1
5,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,11,0,"AAA888",1.976,4,20,23,4,10,3,30,1
6,"AA8888","Ben,You,Amy","[[False, True]]","True","AA","","False","True",1,11,1,"AA8888",4.45,4,20,23,0,1,1,30,1
7,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,11,1,"AAAA88",2.556,4,20,23,1,4,2,30,1
7,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,11,1,"AAAA88",1.909,4,20,23,1,4,2,30,1
8,"A8A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,11,0,"A8A8A8",3.83,4,20,23,3,10,3,30,1
9,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,11,0,"AAA8A8",2.472,4,20,23,3,10,3,30,1
9,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","True","False","False",2,11,0,"AAA8A8",1.309,4,20,23,3,10,3,30,1
9,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",3,11,0,"AAA8A8",1.962,4,20,23,3,10,3,30,1
10,"A8AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,11,0,"A8AAA8",7.316,4,20,23,4,10,3,30,1
1,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,12,1,"A8A8A8",4.796,7,20.6,13,3,10,3,19,0
1,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,12,1,"A8A8A8",1.692,7,20.6,13,3,10,3,19,0
1,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,12,1,"A8A8A8",1.752,7,20.6,13,3,10,3,19,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,12,1,"AAA888",3.09,7,20.6,13,4,10,3,19,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,12,1,"AAA888",41.727,7,20.6,13,4,10,3,19,0
2,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,12,1,"AAA888",1.532,7,20.6,13,4,10,3,19,0
3,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","88","True","False","False",1,12,0,"AA88AA",14.736,7,20.6,13,1,4,2,19,0
3,"AA88AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","88","","True","True",2,12,0,"AA88AA",35.432,7,20.6,13,1,4,2,19,0
4,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,12,0,"A8A8AA",32.155,7,20.6,13,2,4,2,19,0
4,"A8A8AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,12,0,"A8A8AA",6.566,7,20.6,13,2,4,2,19,0
5,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,12,1,"AAAA88",4.237,7,20.6,13,1,4,2,19,0
5,"8888AA","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,12,1,"AAAA88",2.881,7,20.6,13,1,4,2,19,0
6,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","False","False",1,12,1,"AAA8A8",4.531,7,20.6,13,3,10,3,19,0
6,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",2,12,1,"AAA8A8",20.753,7,20.6,13,3,10,3,19,0
6,"AAA8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","","False","True","False",3,12,1,"AAA8A8",2.026,7,20.6,13,3,10,3,19,0
7,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,12,1,"A8AA88",2.898,7,20.6,13,1,4,2,19,0
7,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,12,1,"A8AA88",2.761,7,20.6,13,1,4,2,19,0
8,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","False","88","False","False","False",1,12,1,"AA88A8",16.951,7,20.6,13,2,5,2,19,0
8,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","88","","True","True",2,12,1,"AA88A8",13.21,7,20.6,13,2,5,2,19,0
9,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,12,0,"A8AAA8",14.429,7,20.6,13,4,10,3,19,0
9,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,12,0,"A8AAA8",3.723,7,20.6,13,4,10,3,19,0
10,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,12,1,"AA8888",2.536,7,20.6,13,0,1,1,19,0
1,"8888AA","Ben,You,Amy","[[True, True]]","True","88","","True","True",1,13,1,"AAAA88",318.282,5,37.7,37,1,2,1,43,0
2,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","False","False",1,13,0,"AAA8A8",35.612,5,37.7,37,3,10,3,43,0
3,"88AA88","Amy,Ben,You","[[True, True, True]]","False","","True","True","True",1,13,0,"AA88AA",87.084,5,37.7,37,1,2,1,43,0
4,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,13,1,"A8AAA8",89.401,5,37.7,37,2,4,2,43,0
4,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,13,1,"A8AAA8",104.889,5,37.7,37,2,4,2,43,0
5,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","False","A8","False","False","False",1,13,1,"A8AA88",25.577,5,37.7,37,1,4,2,43,0
5,"A8AA88","You,Amy,Ben","[[False, False, False], [True]]","True","A8","","","True",2,13,1,"A8AA88",1.297,5,37.7,37,1,4,2,43,0
6,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","False","A8","False","False","False",1,13,0,"AA88A8",59.702,5,37.7,37,2,5,2,43,0
6,"AA88A8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","True","True",2,13,0,"AA88A8",124.918,5,37.7,37,2,5,2,43,0
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,13,0,"A8A8A8",13.8,5,37.7,37,3,10,3,43,0
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,13,0,"A8A8A8",23.17,5,37.7,37,3,10,3,43,0
8,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,13,1,"AA8888",7.09,5,37.7,37,0,1,1,43,0
9,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","AA","False","False","False",1,13,1,"AAA888",21.729,5,37.7,37,4,6,2,43,0
9,"AAA888","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","AA","True","True","True",2,13,1,"AAA888",52.982,5,37.7,37,4,6,2,43,0
10,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,13,0,"A8A8AA",40.269,5,37.7,37,4,10,3,43,0
10,"A8A888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",2,13,0,"A8A8AA",24.927,5,37.7,37,4,10,3,43,0
1,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,14,1,"AA8888",74.727,7,27.6,51,0,1,1,20,1
2,"AA88AA","Amy,Ben,You","[[True, True, True]]","True","AA","True","True","True",1,14,1,"AA88AA",141.824,7,27.6,51,1,2,1,20,1
3,"AAAA88","Ben,You,Amy","[[True, True]]","True","AA","","True","True",1,14,1,"AAAA88",15.537,7,27.6,51,1,2,1,20,1
4,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","False","AA","False","True","False",1,14,1,"AA88A8",13.052,7,27.6,51,2,4,2,20,1
4,"AA88A8","You,Amy,Ben","[[False, False, True], [True]]","True","AA","","","True",2,14,1,"AA88A8",6.389,7,27.6,51,2,4,2,20,1
5,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,14,0,"AAA888",1.815,7,27.6,51,4,10,3,20,1
5,"AAA888","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",2,14,0,"AAA888",40.417,7,27.6,51,4,10,3,20,1
6,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,14,1,"A8AA88",14.768,7,27.6,51,1,4,2,20,1
6,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,14,1,"A8AA88",2.036,7,27.6,51,1,4,2,20,1
7,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,14,1,"A8A8A8",9.277,7,27.6,51,3,5,2,20,1
7,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,14,1,"A8A8A8",39.609,7,27.6,51,3,5,2,20,1
8,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","AA","False","False","False",1,14,0,"A8AAA8",9.952,7,27.6,51,2,4,2,20,1
8,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","True","AA","","","True",2,14,0,"A8AAA8",2.091,7,27.6,51,2,4,2,20,1
9,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,14,0,"AAA8A8",14.444,7,27.6,51,3,10,3,20,1
9,"88A8A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,14,0,"AAA8A8",13.803,7,27.6,51,3,10,3,20,1
10,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","A8","False","False","False",1,14,1,"A8A8AA",15.602,7,27.6,51,4,6,2,20,1
10,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,14,1,"A8A8AA",15.433,7,27.6,51,4,6,2,20,1
1,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,15,1,"AAAA88",20.539,6,18.8,25,1,3,1,20,0
2,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,15,1,"AAA8A8",7.811,6,18.8,25,3,10,3,20,0
2,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,15,1,"AAA8A8",7.631,6,18.8,25,3,10,3,20,0
2,"88A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,15,1,"AAA8A8",17.793,6,18.8,25,3,10,3,20,0
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","False","False","False",1,15,1,"A8A8A8",2.302,6,18.8,25,3,10,3,20,0
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","True","False","False",2,15,1,"A8A8A8",2.37,6,18.8,25,3,10,3,20,0
3,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","","","","False",3,15,1,"A8A8A8",2.257,6,18.8,25,3,10,3,20,0
4,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","False","A8","False","False","False",1,15,0,"AAA888",42.343,6,18.8,25,4,6,2,20,0
4,"88A8AA","Amy,Ben,You","[[False, False, False], [True, True, True]]","True","A8","True","True","True",2,15,0,"AAA888",17.081,6,18.8,25,4,6,2,20,0
5,"88AA88","Amy,Ben,You","[[True, True, True]]","False","","True","True","True",1,15,0,"AA88AA",27.27,6,18.8,25,1,2,1,20,0
6,"88AAA8","Ben,You,Amy","[[False, False, False], [True, True]]","True","A8","","False","False",1,15,0,"AA88A8",10.96,6,18.8,25,2,5,2,20,0
7,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,15,1,"A8AA88",9.979,6,18.8,25,1,4,2,20,0
7,"A888AA","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,15,1,"A8AA88",34.22,6,18.8,25,1,4,2,20,0
8,"88AAAA","Ben,You,Amy","[[False, True]]","True","88","","False","True",1,15,1,"AA8888",1.904,6,18.8,25,0,1,1,20,0
9,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","A8","False","False","False",1,15,1,"A8A8AA",20.153,6,18.8,25,4,6,2,20,0
9,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,15,1,"A8A8AA",31.314,6,18.8,25,4,6,2,20,0
10,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","","False","False","False",1,15,0,"A8AAA8",2.664,6,18.8,25,2,4,2,20,0
10,"A888A8","You,Amy,Ben","[[False, False, False], [True]]","False","","","","True",2,15,0,"A8AAA8",1.903,6,18.8,25,2,4,2,20,0
1,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","A8","False","False","False",1,16,0,"AAA8A8",24.604,4,20.3,80,3,10,3,20,0
1,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","A8","","True","False",2,16,0,"AAA8A8",21.673,4,20.3,80,3,10,3,20,0
2,"AA8888","You,Amy,Ben","[[True]]","True","AA","","","True",1,16,1,"AA8888",9.367,4,20.3,80,0,1,1,20,0
3,"A888AA","Amy,Ben,You","[[False, False, True]]","True","A8","False","False","True",1,16,1,"A8AA88",17.298,4,20.3,80,1,3,1,20,0
4,"AAAA88","Amy,Ben,You","[[False, True, True]]","True","AA","False","True","True",1,16,1,"AAAA88",22.791,4,20.3,80,1,3,1,20,0
5,"88AAA8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","88","False","False","False",1,16,0,"AA88A8",18.911,4,20.3,80,4,10,3,20,0
6,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","AA","True","True","False",1,16,0,"AA88AA",12.862,4,20.3,80,1,3,2,20,0
6,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","True",2,16,0,"AA88AA",10.722,4,20.3,80,1,3,2,20,0
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,16,0,"A8A8A8",8.002,4,20.3,80,3,10,3,20,0
7,"A8A8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,16,0,"A8A8A8",1.766,4,20.3,80,3,10,3,20,0
8,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,16,1,"A8AAA8",18.431,4,20.3,80,2,5,2,20,0
8,"A888A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,16,1,"A8AAA8",35.352,4,20.3,80,2,5,2,20,0
9,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","A8","False","False","False",1,16,0,"A8A8AA",26.82,4,20.3,80,4,10,3,20,0
9,"A8A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","A8","","","False",2,16,0,"A8A8AA",1.939,4,20.3,80,4,10,3,20,0
10,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","False","A8","True","False","False",1,16,0,"AAA888",22.225,4,20.3,80,2,4,2,20,0
10,"AAA888","Ben,You,Amy","[[False, False, True], [True, True]]","True","A8","","True","True",2,16,0,"AAA888",9.885,4,20.3,80,2,4,2,20,0
1,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","False","88","False","False","False",1,17,0,"A8A8A8",27.604,3,26.2,18,3,5,2,29,0
1,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","88","","False","True",2,17,0,"A8A8A8",26.054,3,26.2,18,3,5,2,29,0
2,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","False","A8","False","False","False",1,17,1,"A8A8AA",30.643,3,26.2,18,4,6,2,29,0
2,"A8A888","Amy,Ben,You","[[False, False, False], [True, False, True]]","True","A8","True","False","True",2,17,1,"A8A8AA",20.724,3,26.2,18,4,6,2,29,0
3,"AA8888","Amy,Ben,You","[[False, False, True]]","True","AA","False","False","True",1,17,1,"AA8888",6.971,3,26.2,18,0,1,1,29,0
4,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","False","False","False",1,17,0,"AAA8A8",6.361,3,26.2,18,3,10,3,29,0
4,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","False","AA","True","False","False",2,17,0,"AAA8A8",34.34,3,26.2,18,3,10,3,29,0
4,"AAA8A8","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","AA","","","False",3,17,0,"AAA8A8",20.301,3,26.2,18,3,10,3,29,0
5,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","False","A8","True","False","False",1,17,0,"AAA888",12.224,3,26.2,18,2,4,2,29,0
5,"88A8AA","Ben,You,Amy","[[False, False, True], [True, True]]","True","A8","","True","True",2,17,0,"AAA888",2.504,3,26.2,18,2,4,2,29,0
6,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","","True","True","False",1,17,0,"AA88AA",14.874,3,26.2,18,1,3,2,29,0
6,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","False","","","","True",2,17,0,"AA88AA",2.886,3,26.2,18,1,3,2,29,0
7,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","False","A8","False","False","False",1,17,1,"A8AA88",11.439,3,26.2,18,1,4,2,29,0
7,"A8AA88","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","True",2,17,1,"A8AA88",16.549,3,26.2,18,1,4,2,29,0
8,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","False","88","False","True","False",1,17,0,"AAAA88",9.813,3,26.2,18,1,4,2,29,0
8,"AAAA88","You,Amy,Ben","[[False, False, True], [True]]","True","88","","","True",2,17,0,"AAAA88",11.752,3,26.2,18,1,4,2,29,0
9,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","False","A8","False","False","False",1,17,0,"AA88A8",11.875,3,26.2,18,4,10,3,29,0
9,"AA88A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","A8","False","True","False",2,17,0,"AA88A8",37.648,3,26.2,18,4,10,3,29,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","False","False","False",1,17,0,"A8AAA8",73.508,3,26.2,18,2,5,2,29,0
10,"A8AAA8","Ben,You,Amy","[[False, False, False], [False, True]]","False","","","False","True",2,17,0,"A8AAA8",10.882,3,26.2,18,2,5,2,29,0
1,"88AAA8","You,Amy,Ben","[[False, False, True], [True]]","True","A8","","","False",1,18,0,"AA88A8",2.698,1,37.3,40,2,4,2,42,1
2,"A8A8A8","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","False",1,18,0,"A8A8A8",2.602,1,37.3,40,3,5,2,42,1
3,"A888A8","Amy,Ben,You","[[False, False, False], [False, True, False], [False, True, False]]","True","AA","False","False","False",1,18,0,"A8AAA8",1.737,1,37.3,40,4,10,3,42,1
4,"88AA88","You,Amy,Ben","[[False, True, True], [True]]","True","AA","","","False",1,18,0,"AA88AA",1.384,1,37.3,40,1,3,2,42,1
5,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","88","False","False","False",1,18,0,"AAA8A8",2.452,1,37.3,40,3,10,3,42,1
5,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","False","88","True","True","False",2,18,0,"AAA8A8",7.403,1,37.3,40,3,10,3,42,1
5,"AAA8A8","Ben,You,Amy","[[False, False, False], [True, False, True], [True, False]]","True","88","","True","False",3,18,0,"AAA8A8",2.331,1,37.3,40,3,10,3,42,1
6,"A8A888","Ben,You,Amy","[[False, False, False], [False, True]]","True","A8","","False","False",1,18,0,"A8A8AA",3.053,1,37.3,40,2,4,2,42,1
7,"8888AA","Ben,You,Amy","[[True, True]]","True","A8","","True","True",1,18,0,"AAAA88",1.769,1,37.3,40,1,2,1,42,1
8,"88A8AA","You,Amy,Ben","[[False, False, False], [False, True, False], [False]]","True","88","","","False",1,18,0,"AAA888",2.619,1,37.3,40,4,10,3,42,1
